GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId,Human_Biotype,Mouse_Biotype,Macaque_Biotype,Human_NonCoding,Mouse_NonCoding,Macaque_NonCoding,Any_NonCoding
Max,MAX,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000125952,ENSMUSG00000059436,ortholog_one2one,99.375,ENSMMUG00000004341,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mbd1,MBD1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000141644,ENSMUSG00000024561,ortholog_one2one,70.5785,ENSMMUG00000009050,ortholog_one2one,98.5124,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mboat1,MBOAT1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000172197,ENSMUSG00000038732,ortholog_one2one,82.6263,ENSMMUG00000017425,ortholog_one2one,98.3838,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mbp,MBP,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000197971,ENSMUSG00000041607,ortholog_one2one,71.7105,ENSMMUG00000011333,ortholog_one2one,86.8421,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mbtd1,MBTD1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000011258,ENSMUSG00000059474,ortholog_one2one,97.9299,ENSMMUG00000001942,ortholog_one2one,99.6815,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mcc,MCC,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000171444,ENSMUSG00000071856,ortholog_one2one,93.4249,ENSMMUG00000013557,ortholog_one2one,98.6261,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mcf2l,MCF2L,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000126217,ENSMUSG00000031442,ortholog_one2one,88.9778,ENSMMUG00000048566,ortholog_one2one,96.4444,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mcl1,MCL1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000143384,ENSMUSG00000038612,ortholog_one2one,76.2857,ENSMMUG00000053525,ortholog_one2one,97.1429,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mcm2,MCM2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000073111,ENSMUSG00000002870,ortholog_one2one,96.0177,ENSMMUG00000000158,ortholog_one2one,99.5575,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mcm3,MCM3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000112118,ENSMUSG00000041859,ortholog_one2one,93.3168,ENSMMUG00000021149,ortholog_one2one,99.505,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mcm5,MCM5,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000100297,ENSMUSG00000005410,ortholog_one2one,95.6403,ENSMMUG00000021054,ortholog_one2one,99.3188,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mcm7,MCM7,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000166508,ENSMUSG00000029730,ortholog_one2one,92.7677,ENSMMUG00000013442,ortholog_one2one,98.4701,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mdh1,MDH1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000014641,ENSMUSG00000020321,ortholog_one2one,96.4072,ENSMMUG00000006163,ortholog_one2one,98.8024,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mdk,MDK,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000110492,ENSMUSG00000027239,ortholog_one2one,86.014,ENSMMUG00000038138,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mecp2,MECP2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000169057,ENSMUSG00000031393,ortholog_one2one,91.3655,ENSMMUG00000018704,ortholog_one2one,99.7992,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Meox1,MEOX1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000005102,ENSMUSG00000001493,ortholog_one2one,81.4961,ENSMMUG00000008995,ortholog_one2one,96.4567,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mertk,MERTK,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000153208,ENSMUSG00000014361,ortholog_one2one,81.0811,ENSMMUG00000010066,ortholog_one2one,95.996,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mest,MEST,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000106484,ENSMUSG00000051855,ortholog_one2one,95.2239,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Metap2,METAP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000111142,ENSMUSG00000036112,ortholog_one2one,94.9791,ENSMMUG00000062006,ortholog_one2one,99.1632,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mfap3l,MFAP3L,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000198948,ENSMUSG00000031647,ortholog_one2one,89.9755,ENSMMUG00000040113,ortholog_one2one,99.7555,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mfhas1,MFHAS1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000285022,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Mfsd2a,MFSD2A,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000168389,ENSMUSG00000028655,ortholog_one2one,85.0943,ENSMMUG00000011264,ortholog_one2one,96.9811,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mfsd4,MFSD4,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Mgp,MGP,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000111341,ENSMUSG00000030218,ortholog_one2one,83.4951,ENSMMUG00000047247,ortholog_one2one,94.1748,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mgst1,MGST1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000008394,ENSMUSG00000008540,ortholog_one2one,82.5806,ENSMMUG00000057610,ortholog_one2one,92.9032,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mier1,MIER1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000198160,ENSMUSG00000028522,ortholog_one2one,85.6637,ENSMMUG00000000643,ortholog_one2one,91.8584,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mif,MIF,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000276701,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Mif4gd,MIF4GD,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000125457,ENSMUSG00000020743,ortholog_one2one,93.2432,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Mink1,MINK1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000141503,ENSMUSG00000020827,ortholog_one2one,97.2973,ENSMMUG00000002404,ortholog_one2one,99.3243,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Minpp1,MINPP1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000107789,ENSMUSG00000024896,ortholog_one2one,81.9302,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Mipol1,MIPOL1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000151338,ENSMUSG00000047022,ortholog_one2one,65.1584,ENSMMUG00000009651,ortholog_one2one,91.1765,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mki67,MKI67,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000148773,ENSMUSG00000031004,ortholog_one2one,40.7862,ENSMMUG00000044121,ortholog_one2one,90.2027,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mkl2,MKL2,Both,liver_only,TRUE,TRUE,FALSE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Mkrn1,MKRN1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000133606,ENSMUSG00000029922,ortholog_one2one,93.5685,ENSMMUG00000010420,ortholog_one2one,99.3776,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mllt11,MLLT11,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000213190,ENSMUSG00000053192,ortholog_one2one,86.6667,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Mmd,MMD,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000108960,ENSMUSG00000003948,ortholog_one2one,99.1597,ENSMMUG00000022628,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mmp15,MMP15,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000102996,ENSMUSG00000031790,ortholog_one2one,87.2945,ENSMMUG00000007052,ortholog_one2one,91.9283,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mmp2,MMP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000087245,ENSMUSG00000031740,ortholog_one2one,95.9091,ENSMMUG00000004475,ortholog_one2one,99.8485,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mmp23,MMP23B,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000189409,ENSMUSG00000029061,ortholog_one2one,84.1026,ENSMMUG00000001891,ortholog_one2one,98.4615,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mmp25,MMP25,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000008516,ENSMUSG00000023903,ortholog_one2one,75.4448,ENSMMUG00000009483,ortholog_one2one,95.0178,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mmrn1,MMRN1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000138722,ENSMUSG00000054641,ortholog_one2one,65.7166,ENSMMUG00000022003,ortholog_one2one,93.6482,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mob3b,MOB3B,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000120162,ENSMUSG00000073910,ortholog_one2one,98.1481,ENSMMUG00000062843,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Morc3,MORC3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000159256,ENSMUSG00000039456,ortholog_one2one,82.9606,ENSMMUG00000020043,ortholog_one2one,97.9766,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Morf4l2,MORF4L2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000123562,ENSMUSG00000031422,ortholog_one2one,95.1389,ENSMMUG00000006111,ortholog_one2one,99.6528,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mospd2,MOSPD2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000130150,ENSMUSG00000061778,ortholog_one2one,89.9614,ENSMMUG00000017842,ortholog_one2one,98.0695,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mrpl2,MRPL2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000112651,ENSMUSG00000002767,ortholog_one2one,84.2623,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Mrpl20,MRPL20,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000242485,ENSMUSG00000029066,ortholog_one2one,87.9195,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Mrpl27,MRPL27,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000108826,ENSMUSG00000024414,ortholog_one2one,83.1081,ENSMMUG00000030700,ortholog_one2many,89.1892,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mrpl27,MRPL27,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000108826,ENSMUSG00000024414,ortholog_one2one,83.1081,ENSMMUG00000017231,ortholog_one2many,89.1892,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mrp63,MRPL57,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000173141,ENSMUSG00000021967,ortholog_one2one,83.3333,ENSMMUG00000056205,ortholog_one2one,97.0588,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mrps28,MRPS28,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000147586,ENSMUSG00000040269,ortholog_one2one,72.7273,ENSMMUG00000051817,ortholog_one2one,92.5134,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mta1,MTA1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000182979,ENSMUSG00000021144,ortholog_one2one,94.8252,ENSMMUG00000017313,ortholog_one2one,98.3217,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mtch1,MTCH1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000137409,ENSMUSG00000024012,ortholog_one2one,98.2005,ENSMMUG00000021976,ortholog_one2one,99.7429,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mtfr1,MTFR1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000066855,ENSMUSG00000027601,ortholog_one2one,75.976,ENSMMUG00000011263,ortholog_one2one,91.2913,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mtmr6,MTMR6,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000139505,ENSMUSG00000021987,ortholog_one2one,90.1771,ENSMMUG00000018419,ortholog_one2one,98.0676,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mtmr9,MTMR9,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000285032,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Mtus1,MTUS1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000129422,ENSMUSG00000045636,ortholog_one2one,62.8346,ENSMMUG00000001151,ortholog_one2one,93.2283,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mtx2,MTX2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000128654,ENSMUSG00000027099,ortholog_one2one,96.9582,ENSMMUG00000010185,ortholog_one2one,99.6198,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Murc,MURC,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Mvp,MVP,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000013364,ENSMUSG00000030681,ortholog_one2one,88.1299,ENSMMUG00000016422,ortholog_one2one,99.4401,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mxd3,MXD3,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000213347,ENSMUSG00000021485,ortholog_one2one,83.9806,ENSMMUG00000009047,ortholog_one2one,98.5437,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mxra8,MXRA8,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000162576,ENSMUSG00000029070,ortholog_one2one,78.5068,ENSMMUG00000003582,ortholog_one2one,97.9638,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Myct1,MYCT1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000120279,ENSMUSG00000046916,ortholog_one2one,68.0851,ENSMMUG00000019073,ortholog_one2one,96.5957,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Myh10,MYH10,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000133026,ENSMUSG00000020900,ortholog_one2one,97.5585,ENSMMUG00000023803,ortholog_one2one,99.701,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Myl9,MYL9,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000101335,ENSMUSG00000067818,ortholog_one2one,99.4186,ENSMMUG00000059897,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mylk,MYLK,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000065534,ENSMUSG00000022836,ortholog_one2one,85.4232,ENSMMUG00000014818,ortholog_one2one,97.2832,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Myo18a,MYO18A,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000196535,ENSMUSG00000000631,ortholog_one2one,73.7098,ENSMMUG00000009938,ortholog_one2one,98.296,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Myo1b,MYO1B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000128641,ENSMUSG00000018417,ortholog_one2one,97.8873,ENSMMUG00000001761,ortholog_one2one,99.912,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Myo1d,MYO1D,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000176658,ENSMUSG00000035441,ortholog_one2one,97.7137,ENSMMUG00000014689,ortholog_one2one,99.1054,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Myrip,MYRIP,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000170011,ENSMUSG00000041794,ortholog_one2one,79.8603,ENSMMUG00000017701,ortholog_one2one,96.624,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Naalad2,NAALAD2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000285516,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Nacc1,NACC1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000160877,ENSMUSG00000001910,ortholog_one2one,87.4763,ENSMMUG00000017971,ortholog_one2one,99.4307,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nanos1,NANOS1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000188613,ENSMUSG00000072437,ortholog_one2one,76.3699,ENSMMUG00000048654,ortholog_one2one,96.5753,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nap1l1,NAP1L1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000187109,ENSMUSG00000058799,ortholog_one2one,98.2097,ENSMMUG00000020200,ortholog_one2one,95.9079,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nap1l3,NAP1L3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000186310,ENSMUSG00000055733,ortholog_one2one,78.0632,ENSMMUG00000012702,ortholog_one2one,96.8379,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Napepld,NAPEPLD,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000275723,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Narf,NARF,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000141562,ENSMUSG00000000056,ortholog_one2one,85.5263,ENSMMUG00000019224,ortholog_one2one,97.5877,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Narg2,NARG2,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Nasp,NASP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000132780,ENSMUSG00000028693,ortholog_one2one,80.8376,ENSMMUG00000023431,ortholog_one2one,96.4467,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cml1,NAT8B,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000291485,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Nav2,NAV2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000166833,ENSMUSG00000052512,ortholog_one2one,89.9135,ENSMMUG00000016942,ortholog_one2one,98.8473,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nbeal2,NBEAL2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000160796,ENSMUSG00000056724,ortholog_one2one,88.0537,ENSMMUG00000019813,ortholog_one2one,93.4277,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ncl,NCL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000115053,ENSMUSG00000026234,ortholog_one2one,82.2535,ENSMMUG00000018094,ortholog_one2one,98.4507,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ncoa1,NCOA1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000084676,ENSMUSG00000020647,ortholog_one2one,88.966,ENSMMUG00000020838,ortholog_one2one,99.2366,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nde1,NDE1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000275911,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Ndel1,NDEL1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000166579,ENSMUSG00000018736,ortholog_one2one,95.942,ENSMMUG00000021938,ortholog_one2one,98.2609,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ndfip1,NDFIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000131507,ENSMUSG00000024425,ortholog_one2one,97.2851,ENSMMUG00000016787,ortholog_one2one,91.4027,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ndn,NDN,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000288364,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Ndrg1,NDRG1,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000104419,ENSMUSG00000005125,ortholog_one2one,93.6548,ENSMMUG00000010200,ortholog_one2one,99.2386,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ndst1,NDST1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000070614,ENSMUSG00000054008,ortholog_one2one,97.7324,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Ndufa11,NDUFA11,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000292058,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Ndufb5,NDUFB5,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000136521,ENSMUSG00000027673,ortholog_one2one,75.6614,ENSMMUG00000009746,ortholog_one2one,91.5344,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ndufs2,NDUFS2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000158864,ENSMUSG00000013593,ortholog_one2one,92.2246,ENSMMUG00000042838,ortholog_one2many,69.9784,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ndufs2,NDUFS2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000158864,ENSMUSG00000013593,ortholog_one2one,92.2246,ENSMMUG00000004520,ortholog_one2many,87.257,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ndufs4,NDUFS4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000164258,ENSMUSG00000021764,ortholog_one2one,88,ENSMMUG00000004861,ortholog_one2one,96,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ndufv1,NDUFV1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167792,ENSMUSG00000037916,ortholog_one2one,95.9052,ENSMMUG00000018526,ortholog_one2one,95.2586,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Necap2,NECAP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000291380,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Nedd9,NEDD9,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000111859,ENSMUSG00000021365,ortholog_one2one,88.729,ENSMMUG00000016135,ortholog_one2one,98.4412,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nek1,NEK1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000137601,ENSMUSG00000031644,ortholog_one2one,81.6485,ENSMMUG00000012244,ortholog_one2one,97.5117,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nek3,NEK3,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000136098,ENSMUSG00000031478,ortholog_one2one,73.3202,ENSMMUG00000016530,ortholog_one2one,95.6522,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nek6,NEK6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000119408,ENSMUSG00000026749,ortholog_one2one,95.2077,ENSMMUG00000007354,ortholog_one2one,98.4026,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nek7,NEK7,Daneman,liver_only,TRUE,TRUE,FALSE,2,ENSG00000151414,ENSMUSG00000026393,ortholog_one2one,97.6821,ENSMMUG00000021649,ortholog_one2one,95.0331,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Net1,NET1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000173848,ENSMUSG00000021215,ortholog_one2one,76.3423,ENSMMUG00000017443,ortholog_one2one,97.4832,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Neurl2,NEURL2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000124257,ENSMUSG00000039873,ortholog_one2one,90.5263,ENSMMUG00000058326,ortholog_one2one,98.5965,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nfatc1,NFATC1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000131196,ENSMUSG00000033016,ortholog_one2one,83.7752,ENSMMUG00000022596,ortholog_one2one,97.3489,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nfatc2ip,NFATC2IP,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000176953,ENSMUSG00000030722,ortholog_one2one,69.4511,ENSMMUG00000006878,ortholog_one2one,89.2601,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
