GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId
Ndufs4,NDUFS4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000164258,ENSMUSG00000021764,ortholog_one2one,88,ENSMMUG00000004861,ortholog_one2one,96
Ndufv1,NDUFV1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167792,ENSMUSG00000037916,ortholog_one2one,95.9052,ENSMMUG00000018526,ortholog_one2one,95.2586
Necap2,NECAP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000291380,NA,NA,NA,NA,NA,NA
Nedd9,NEDD9,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000111859,ENSMUSG00000021365,ortholog_one2one,88.729,ENSMMUG00000016135,ortholog_one2one,98.4412
Nek1,NEK1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000137601,ENSMUSG00000031644,ortholog_one2one,81.6485,ENSMMUG00000012244,ortholog_one2one,97.5117
Nek3,NEK3,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000136098,ENSMUSG00000031478,ortholog_one2one,73.3202,ENSMMUG00000016530,ortholog_one2one,95.6522
Nek6,NEK6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000119408,ENSMUSG00000026749,ortholog_one2one,95.2077,ENSMMUG00000007354,ortholog_one2one,98.4026
Nek7,NEK7,Daneman,liver_only,TRUE,TRUE,FALSE,2,ENSG00000151414,ENSMUSG00000026393,ortholog_one2one,97.6821,ENSMMUG00000021649,ortholog_one2one,95.0331
Net1,NET1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000173848,ENSMUSG00000021215,ortholog_one2one,76.3423,ENSMMUG00000017443,ortholog_one2one,97.4832
Neurl2,NEURL2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000124257,ENSMUSG00000039873,ortholog_one2one,90.5263,ENSMMUG00000058326,ortholog_one2one,98.5965
Nfatc1,NFATC1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000131196,ENSMUSG00000033016,ortholog_one2one,83.7752,ENSMMUG00000022596,ortholog_one2one,97.3489
Nfatc2ip,NFATC2IP,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000176953,ENSMUSG00000030722,ortholog_one2one,69.4511,ENSMMUG00000006878,ortholog_one2one,89.2601
Nfib,NFIB,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000147862,ENSMUSG00000008575,ortholog_one2one,97.9757,ENSMMUG00000014697,ortholog_one2one,97.166
Nfic,NFIC,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000141905,ENSMUSG00000055053,ortholog_one2one,81.2992,ENSMMUG00000003439,ortholog_one2one,99.4094
Nfix,NFIX,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000008441,ENSMUSG00000001911,ortholog_one2one,97.4104,ENSMMUG00000019292,ortholog_one2one,84.0637
Ngrn,NGRN,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000182768,ENSMUSG00000047084,ortholog_one2one,71.8213,ENSMMUG00000059888,ortholog_one2many,92.4399
Ngrn,NGRN,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000182768,ENSMUSG00000047084,ortholog_one2one,71.8213,ENSMMUG00000057144,ortholog_one2many,93.1272
Nhsl1,NHSL1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000135540,ENSMUSG00000039835,ortholog_one2one,72.665,ENSMMUG00000000123,ortholog_one2one,93.8979
Nid1,NID1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000116962,ENSMUSG00000005397,ortholog_one2one,85.1644,ENSMMUG00000012716,ortholog_one2one,97.5942
Nid2,NID2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000087303,ENSMUSG00000021806,ortholog_one2one,80.8727,ENSMMUG00000018201,ortholog_one2one,97.1636
Nipa2,NIPA2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000140157,ENSMUSG00000030452,ortholog_one2one,95.5556,ENSMMUG00000003892,ortholog_one2one,98.6111
Nme1,NME1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000239672,ENSMUSG00000037601,ortholog_one2one,94.0789,NA,NA,NA
Nomo1,NOMO1,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000274779,NA,NA,NA,NA,NA,NA
Nomo1,NOMO2,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000185164,ENSMUSG00000030835,ortholog_one2many,92.3077,ENSMMUG00000005919,ortholog_one2many,98.527
Nomo1,NOMO3,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000278087,NA,NA,NA,NA,NA,NA
Notch3,NOTCH3,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000074181,ENSMUSG00000038146,ortholog_one2one,90.9522,ENSMMUG00000013637,ortholog_one2one,99.2245
Notum,NOTUM,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000185269,ENSMUSG00000042988,ortholog_one2one,90.7258,ENSMMUG00000049343,ortholog_one2one,97.1774
Nov,NOV,Daneman,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Npl,NPL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000135838,ENSMUSG00000042684,ortholog_one2one,85.625,ENSMMUG00000008992,ortholog_one2one,79.6875
Npm1,NPM1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000181163,NA,NA,NA,ENSMMUG00000015781,ortholog_one2one,99.6599
Npnt,NPNT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000168743,ENSMUSG00000040998,ortholog_one2one,87.4336,ENSMMUG00000023428,ortholog_one2one,93.4513
Npr2,NPR2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000159899,ENSMUSG00000028469,ortholog_one2one,98.6628,ENSMMUG00000016334,ortholog_one2one,99.9045
Nr1d1,NR1D1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000126368,ENSMUSG00000020889,ortholog_one2one,95.4397,ENSMMUG00000002933,ortholog_one2one,98.0456
Nr2f1,NR2F1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000175745,ENSMUSG00000069171,ortholog_one2one,98.818,ENSMMUG00000006209,ortholog_one2one,100
Nr2f2,NR2F2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000185551,ENSMUSG00000030551,ortholog_one2one,100,ENSMMUG00000005430,ortholog_one2one,100
Nr2f6,NR2F6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000160113,ENSMUSG00000002393,ortholog_one2one,91.5842,ENSMMUG00000028849,ortholog_one2one,99.0099
Nr3c1,NR3C1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000113580,ENSMUSG00000024431,ortholog_one2one,90.2188,ENSMMUG00000000421,ortholog_one2one,98.713
Nr4a1,NR4A1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000123358,ENSMUSG00000023034,ortholog_one2one,91.806,ENSMMUG00000022922,ortholog_one2one,99.1639
Nrarp,NRARP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000198435,ENSMUSG00000078202,ortholog_one2one,100,ENSMMUG00000014322,ortholog_one2one,100
Nrip1,NRIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000180530,ENSMUSG00000048490,ortholog_one2one,84.6287,ENSMMUG00000058750,ortholog_one2one,91.9689
Nrp2,NRP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000118257,ENSMUSG00000025969,ortholog_one2one,94.6004,ENSMMUG00000020052,ortholog_one2one,99.0281
Nsmce1,NSMCE1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000169189,ENSMUSG00000030750,ortholog_one2one,89.4737,ENSMMUG00000015832,ortholog_one2one,80.0752
Nsun5,NSUN5,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000130305,ENSMUSG00000000916,ortholog_one2one,84.3348,ENSMMUG00000022776,ortholog_one2one,96.5665
Nt5c2,NT5C2,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000076685,ENSMUSG00000025041,ortholog_one2one,99.287,ENSMMUG00000003749,ortholog_one2one,100
Ntn1,NTN1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000065320,ENSMUSG00000020902,ortholog_one2one,99.1722,ENSMMUG00000055290,ortholog_one2one,99.3377
Ntn4,NTN4,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000074527,ENSMUSG00000020019,ortholog_one2one,89.8089,ENSMMUG00000000521,ortholog_one2one,97.9299
Nubpl,NUBPL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000151413,ENSMUSG00000035142,ortholog_one2one,88.0878,ENSMMUG00000012726,ortholog_one2one,97.4922
Nudt12,NUDT12,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000112874,ENSMUSG00000024228,ortholog_one2one,87.8788,ENSMMUG00000017250,ortholog_one2one,98.0519
Nudt21,NUDT21,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167005,ENSMUSG00000031754,ortholog_one2one,99.5595,ENSMMUG00000038955,ortholog_one2one,100
Nup210,NUP210,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000132182,ENSMUSG00000030091,ortholog_one2one,84.4197,ENSMMUG00000015979,ortholog_one2one,97.6153
Nup98,NUP98,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000110713,ENSMUSG00000063550,ortholog_one2one,91.5556,ENSMMUG00000003950,ortholog_one2one,98.2222
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000029605,ortholog_one2many,52.25,ENSMMUG00000012782,ortholog_one2one,90.5
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000053765,ortholog_one2many,50.25,ENSMMUG00000012782,ortholog_one2one,90.5
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000001166,ortholog_one2many,46.25,ENSMMUG00000012782,ortholog_one2one,90.5
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000052776,ortholog_one2many,62.25,ENSMMUG00000012782,ortholog_one2one,90.5
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000066867,ortholog_one2many,44.75,ENSMMUG00000012782,ortholog_one2one,90.5
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000001168,ortholog_one2many,45.5,ENSMMUG00000012782,ortholog_one2one,90.5
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000066861,ortholog_one2many,62.75,ENSMMUG00000012782,ortholog_one2one,90.5
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000032623,ortholog_one2many,46,ENSMMUG00000012782,ortholog_one2one,90.5
Oaz1,OAZ1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000104904,ENSMUSG00000035242,ortholog_one2one,83.7719,ENSMMUG00000017949,ortholog_one2one,99.1228
Ocln,OCLN,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000273814,NA,NA,NA,NA,NA,NA
Ogn,OGN,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000291350,NA,NA,NA,NA,NA,NA
Ogt,OGT,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000147162,ENSMUSG00000034160,ortholog_one2one,99.6176,ENSMMUG00000015238,ortholog_one2one,99.9044
Olfm1,OLFM1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000130558,ENSMUSG00000026833,ortholog_one2one,98.3505,ENSMMUG00000017506,ortholog_one2one,38.9691
Oraov1,ORAOV1,Daneman,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Osbpl1a,OSBPL1A,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000141447,ENSMUSG00000044252,ortholog_one2one,92,ENSMMUG00000004350,ortholog_one2one,98.1053
Osbpl2,OSBPL2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000130703,ENSMUSG00000039050,ortholog_one2one,89.7917,ENSMMUG00000012623,ortholog_one2one,94.375
Osbpl9,OSBPL9,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000117859,ENSMUSG00000028559,ortholog_one2one,95.788,ENSMMUG00000004735,ortholog_one2one,98.0978
Otud1,OTUD1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000165312,ENSMUSG00000043415,ortholog_one2one,75.2599,ENSMMUG00000009247,ortholog_one2one,96.8815
Otud7b,OTUD7B,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000264522,ENSMUSG00000038495,ortholog_one2one,90.7473,ENSMMUG00000007244,ortholog_one2one,98.102
Oxa1l,OXA1L,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000155463,ENSMUSG00000000959,ortholog_one2one,74.4828,ENSMMUG00000000411,ortholog_one2one,91.954
Oxr1,OXR1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000164830,ENSMUSG00000022307,ortholog_one2one,84.4215,ENSMMUG00000017845,ortholog_one2one,96.5636
P2rx4,P2RX4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000135124,ENSMUSG00000029470,ortholog_one2one,86.5979,ENSMMUG00000003521,ortholog_one2one,75.5155
P2ry14,P2RY14,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000174944,ENSMUSG00000036381,ortholog_one2one,83.1361,ENSMMUG00000017245,ortholog_one2one,97.6331
P4ha1,P4HA1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000122884,ENSMUSG00000019916,ortholog_one2one,95.3184,ENSMMUG00000011274,ortholog_one2one,99.8127
Pacsin3,PACSIN3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000165912,ENSMUSG00000027257,ortholog_one2one,94.3396,ENSMMUG00000006359,ortholog_one2one,100
Palm,PALM,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000099864,ENSMUSG00000035863,ortholog_one2one,79.845,ENSMMUG00000022877,ortholog_one2one,93.7984
Palmd,PALMD,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000099260,ENSMUSG00000033377,ortholog_one2one,80.5808,ENSMMUG00000016335,ortholog_one2one,97.6407
Paqr5,PAQR5,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000137819,ENSMUSG00000032278,ortholog_one2one,91.5152,ENSMMUG00000014886,ortholog_one2one,96.9697
Pard6g,PARD6G,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000178184,ENSMUSG00000056214,ortholog_one2one,78.4574,ENSMMUG00000056088,ortholog_one2one,98.6702
Parp12,PARP12,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000059378,ENSMUSG00000038507,ortholog_one2one,81.3124,ENSMMUG00000004224,ortholog_one2one,97.8602
Parp14,PARP14,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000173193,ENSMUSG00000034422,ortholog_one2one,63.4092,ENSMMUG00000022569,ortholog_one2one,92.5597
Parp9,PARP9,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000138496,ENSMUSG00000022906,ortholog_one2one,62.149,ENSMMUG00000016381,ortholog_one2one,90.5983
Parva,PARVA,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000197702,ENSMUSG00000030770,ortholog_one2one,87.3656,ENSMMUG00000020956,ortholog_one2one,100
Parvb,PARVB,Munji,NA,TRUE,TRUE,TRUE,3,ENSG00000188677,ENSMUSG00000022438,ortholog_one2one,90.9341,ENSMMUG00000015448,ortholog_one2one,74.4505
Patz1,PATZ1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000100105,ENSMUSG00000020453,ortholog_one2one,98.9811,ENSMMUG00000013911,ortholog_one2one,99.4178
Pbx1,PBX1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000185630,ENSMUSG00000052534,ortholog_one2one,100,ENSMMUG00000019108,ortholog_one2one,100
Pcx,PC,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000173599,ENSMUSG00000024892,ortholog_one2one,96.7742,ENSMMUG00000004533,ortholog_one2one,99.236
Pcca,PCCA,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000175198,ENSMUSG00000041650,ortholog_one2one,89.2857,ENSMMUG00000004493,ortholog_one2one,97.3901
Pcdh12,PCDH12,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000113555,ENSMUSG00000024440,ortholog_one2one,80.2365,ENSMMUG00000006291,ortholog_one2one,97.8885
Pcdh17,PCDH17,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000118946,ENSMUSG00000035566,ortholog_one2one,98.1018,ENSMMUG00000022272,ortholog_one2one,99.4823
Pcdh19,PCDH19,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000165194,ENSMUSG00000051323,ortholog_one2one,96.4286,ENSMMUG00000011078,ortholog_one2one,98.9547
Pcgf5,PCGF5,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000180628,ENSMUSG00000024805,ortholog_one2one,96.0938,ENSMMUG00000038018,ortholog_one2one,93.75
Pcmtd1,PCMTD1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000168300,ENSMUSG00000051285,ortholog_one2one,98.5994,ENSMMUG00000003347,ortholog_one2one,99.4398
Pcmtd2,PCMTD2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000280663,NA,NA,NA,NA,NA,NA
Pcolce,PCOLCE,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000106333,ENSMUSG00000029718,ortholog_one2one,82.6281,ENSMMUG00000002947,ortholog_one2one,97.1047
Pde2a,PDE2A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000186642,ENSMUSG00000110195,ortholog_one2one,93.305,NA,NA,NA
Pde3b,PDE3B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000152270,ENSMUSG00000030671,ortholog_one2one,81.295,ENSMMUG00000000759,ortholog_one2one,97.2122
Pde4b,PDE4B,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000184588,ENSMUSG00000028525,ortholog_one2one,97.1467,ENSMMUG00000007490,ortholog_one2one,99.5924
Pde8b,PDE8B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000113231,ENSMUSG00000021684,ortholog_one2one,93.6723,ENSMMUG00000021358,ortholog_one2one,99.548
Pdgfrb,PDGFRB,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000113721,ENSMUSG00000024620,ortholog_one2one,85.443,ENSMMUG00000011557,ortholog_one2one,98.2821
Pdia3,PDIA3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167004,ENSMUSG00000027248,ortholog_one2one,93.0693,ENSMMUG00000001682,ortholog_one2many,99.2079
Pdia3,PDIA3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167004,ENSMUSG00000027248,ortholog_one2one,93.0693,ENSMMUG00000054976,ortholog_one2many,99.2079
Pdik1l,PDIK1L,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000175087,ENSMUSG00000050890,ortholog_one2one,99.4135,ENSMMUG00000016874,ortholog_one2one,100
Pdk2,PDK2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000005882,ENSMUSG00000038967,ortholog_one2one,97.543,ENSMMUG00000014685,ortholog_one2one,100
Pdlim5,PDLIM5,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000163110,ENSMUSG00000028273,ortholog_one2one,72.651,ENSMMUG00000022246,ortholog_one2one,96.8121
Pdlim7,PDLIM7,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000196923,ENSMUSG00000021493,ortholog_one2one,93.8731,ENSMMUG00000003146,ortholog_one2one,99.1247
Pdxk,PDXK,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000160209,ENSMUSG00000032788,ortholog_one2one,84.6154,ENSMMUG00000062457,ortholog_one2one,96.7949
Per1,PER1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000179094,ENSMUSG00000020893,ortholog_one2one,91.938,ENSMMUG00000021798,ortholog_one2one,97.907
Perp,PERP,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000112378,ENSMUSG00000019851,ortholog_one2one,90.6736,ENSMMUG00000049387,ortholog_one2one,98.4456
Pfkfb3,PFKFB3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000170525,ENSMUSG00000026773,ortholog_one2one,95.3846,ENSMMUG00000010596,ortholog_one2one,97.5
Pfkp,PFKP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000067057,ENSMUSG00000021196,ortholog_one2one,88.3929,ENSMMUG00000004935,ortholog_one2one,94.3878
Pfn1,PFN1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000108518,ENSMUSG00000018293,ortholog_one2one,95.7143,ENSMMUG00000051787,ortholog_one2one,100
Pgd,PGD,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000142657,ENSMUSG00000028961,ortholog_one2one,93.9959,ENSMMUG00000023029,ortholog_one2one,99.5859
Pglyrp1,PGLYRP1,Munji,NA,FALSE,FALSE,FALSE,0,ENSG00000008438,ENSMUSG00000030413,ortholog_one2one,64.2857,ENSMMUG00000008742,ortholog_one2one,85.2041
Pgm2,PGM1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000079739,ENSMUSG00000025791,ortholog_one2one,97.331,ENSMMUG00000020049,ortholog_one2one,88.0783
Pgm1,PGM2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000169299,ENSMUSG00000029171,ortholog_one2one,92.1569,ENSMMUG00000000232,ortholog_one2one,98.0392
Phactr1,PHACTR1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000112137,ENSMUSG00000054728,ortholog_one2one,96.8966,ENSMMUG00000020040,ortholog_one2one,87.069
Phactr4,PHACTR4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000204138,ENSMUSG00000066043,ortholog_one2one,80.4843,ENSMMUG00000019216,ortholog_one2one,91.7379
Phb,PHB,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Phb2,PHB2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000215021,ENSMUSG00000004264,ortholog_one2one,100,ENSMMUG00000010205,ortholog_one2one,99.3311
Phc3,PHC3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000173889,ENSMUSG00000037652,ortholog_one2one,92.3618,ENSMMUG00000022199,ortholog_one2one,99.4975
Phf2,PHF2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000197724,ENSMUSG00000038025,ortholog_one2one,93.6131,ENSMMUG00000008281,ortholog_one2one,99.3613
Phf20,PHF20,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000025293,ENSMUSG00000038116,ortholog_one2one,88.7352,ENSMMUG00000010633,ortholog_one2one,99.0119
Phgdh,PHGDH,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000092621,ENSMUSG00000053398,ortholog_one2one,94.5591,ENSMMUG00000023089,ortholog_one2one,98.8743
Phlda1,PHLDA1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000139289,ENSMUSG00000020205,ortholog_one2one,85.7855,ENSMMUG00000064103,ortholog_one2one,63.8404
Phpt1,PHPT1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000054148,ENSMUSG00000036504,ortholog_one2one,83.2,ENSMMUG00000005047,ortholog_one2one,98.4
Phyhipl,PHYHIPL,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000165443,ENSMUSG00000037747,ortholog_one2one,97.0745,ENSMMUG00000003705,ortholog_one2one,99.734
Pias1,PIAS1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000033800,ENSMUSG00000032405,ortholog_one2one,98.0031,ENSMMUG00000011699,ortholog_one2one,100
Picalm,PICALM,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000073921,ENSMUSG00000039361,ortholog_one2one,97.6994,ENSMMUG00000019618,ortholog_one2one,99.2331
Pigx,PIGX,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000163964,ENSMUSG00000023791,ortholog_one2one,74.4186,ENSMMUG00000003774,ortholog_one2one,88.7597
Pik3cg,PIK3CG,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000105851,ENSMUSG00000020573,ortholog_one2one,94.1016,ENSMMUG00000011385,ortholog_one2one,98.8203
Pir,PIR,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000087842,ENSMUSG00000031379,ortholog_one2one,95.8621,ENSMMUG00000015740,ortholog_one2one,98.9655
Pitrm1,PITRM1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000107959,ENSMUSG00000021193,ortholog_one2one,86.5959,ENSMMUG00000004938,ortholog_one2one,97.9749
Pkig,PKIG,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000168734,ENSMUSG00000035268,ortholog_one2one,90.7895,ENSMMUG00000048521,ortholog_one2one,98.6842
Pla2g6,PLA2G6,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000184381,ENSMUSG00000042632,ortholog_one2one,89.8263,ENSMMUG00000002701,ortholog_one2one,90.9429
Pla2g7,PLA2G7,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000146070,ENSMUSG00000023913,ortholog_one2one,67.5737,ENSMMUG00000019254,ortholog_one2one,93.8775
Plagl1,PLAGL1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000118495,ENSMUSG00000019817,ortholog_one2one,71.0583,ENSMMUG00000003750,ortholog_one2one,98.9201
Plcb1,PLCB1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000182621,ENSMUSG00000051177,ortholog_one2one,97.3684,ENSMMUG00000004313,ortholog_one2one,99.1776
Plcb4,PLCB4,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000101333,ENSMUSG00000039943,ortholog_one2one,93.9469,ENSMMUG00000001012,ortholog_one2one,99.5025
Plce1,PLCE1,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000138193,ENSMUSG00000024998,ortholog_one2one,84.7524,ENSMMUG00000001608,ortholog_one2one,97.1329
Pld1,PLD1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000075651,ENSMUSG00000027695,ortholog_one2one,91.1546,ENSMMUG00000023289,ortholog_one2one,97.9516
Pld2,PLD2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000129219,ENSMUSG00000020828,ortholog_one2one,90.0322,ENSMMUG00000005666,ortholog_one2one,97.2133
Pld3,PLD3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000105223,ENSMUSG00000003363,ortholog_one2one,93.2653,ENSMMUG00000006071,ortholog_one2one,98.5714
