GeneSymbol_Human,HumanEnsembl,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Mouse_OrthoType,Macaque_OrthoType,Human_BBB_Datasets_N,PctId_Human_Mouse,PctId_Human_Macaque,dN_Human_Mouse,dS_Human_Mouse,dNdS_Human_Mouse,dN_Human_Macaque,dS_Human_Macaque,dNdS_Human_Macaque,Gene_Set,dN_Human_Mouse_v2,dS_Human_Mouse_v2,dNdS_Human_Mouse_v2,dN_Human_Macaque_v2,dS_Human_Macaque_v2,dNdS_Human_Macaque_v2
NA,ENSG00000124523,ENSMUSG00000054021,ENSMMUG00000008678,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,76.6,82.10227272727273,0.13648269882128866,0.6695543487318487,0.20384110577399733,0.4632336605013661,0.6460226949911343,0.7170547785596344,Liver_Control,0.1243793623536765,0.6736753983354067,0.1846280310384008,0.05497170873039675,0.1368389324009539,0.4017256475614943
NA,ENSG00000124532,ENSMUSG00000021339,ENSMMUG00000001018,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,77.85234899328859,97.31543624161074,1.65381507363808,9.999999,0.1653815239019604,0.0146339948427055,0.05828454921683197,0.25107845971774895,Liver_Control,0.12594088558884572,0.6945033889069625,0.1813394831478887,0.014670870231697462,0.05836466500152355,0.2513656204711274
NA,ENSG00000124535,ENSMUSG00000021400,ENSMMUG00000007143,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.988988988988993,97.74774774774777,0.904482985241363,1.3366180982024822,0.6766951505876918,0.0029618106889307,0.08693422319945907,0.03406955948907744,Liver_Control,0.019814526405113032,0.44993386925656503,0.04403875271237744,0.002968482450841793,0.08693422319945907,0.03414630443100645
NA,ENSG00000124541,ENSMUSG00000023971,ENSMMUG00000057976,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,77.05128205128206,73.84464110127827,1.4398149910242393,9.999999,0.14398151350057525,3.1965035637012313,9.999999,0.31965038833516196,Liver_Control,0.11325434694799003,0.5897376439783002,0.19204191576442303,0.0176058302318296,0.08704151720487191,0.20226933993338253
NA,ENSG00000124562,ENSMUSG00000024217,ENSMMUG00000000869,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.51366120218579,87.66114180478822,1.9476066587987604,9.999999,0.19476068535594457,1.6796578284081176,9.999999,0.16796579963739172,Liver_Control,0.08042023965974492,0.7482805411903086,0.10747338094856566,0.008165406930106249,0.007040449123046023,1.1597849494257146
NA,ENSG00000124564,ENSMUSG00000036083,ENSMMUG00000002583,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,73.6806947227789,96.05878423513694,0.2402158500132889,0.5874939283032862,0.4088822682934701,0.03594722784752535,0.04610517874257786,0.77967874386155,Liver_Control,0.24101740935187338,0.5874939283032862,0.4102466387149643,0.03605385319586899,0.046105178742577864,0.7819913983453114
NA,ENSG00000124568,ENSMUSG00000021335,ENSMMUG00000002582,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,74.71509971509971,84.26294820717132,3.101161278615001,9.999999,0.310116158873116,2.663855983057143,9.999999,0.2663856249442768,Liver_Control,0.2330774058304996,0.5470191306719021,0.4260863885038376,0.11812623690917565,0.15292730229752058,0.7724339286346702
NA,ENSG00000124570,ENSMUSG00000060147,ENSMMUG00000037816,Liver_Control,NA,ortholog_one2many,ortholog_one2one,NA,76.64172901080632,96.38047138047138,1.9066612011926165,9.999999,0.19066613918587555,0.01663285223583125,0.09100865465860204,0.1827612142847904,Liver_Control,0.16708657144690375,0.6107747359876207,0.27356496855870327,0.01669335328544848,0.09100865465860203,0.18342599775889162
NA,ENSG00000124587,ENSMUSG00000002763,ENSMMUG00000001394,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.48744059742023,93.91777098199115,0.96276784665934,1.6088223352097415,0.5984301843583145,1.0842272993697173,1.358891180020409,0.7978764711339381,Liver_Control,0.07291771221585872,0.4713020104844018,0.15471547032212798,0.010085487659731392,0.054398963255955474,0.185398527032172
NA,ENSG00000124588,ENSMUSG00000046949,ENSMMUG00000008487,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.183908045977,93.56223175965664,0.10339465767780552,0.557340523530063,0.18551433694956937,1.037939498103524,1.4343196814717354,0.7236458590866639,Liver_Control,0.10392437954735673,0.5597704146313196,0.18565536303987096,0.041335682873541495,0.09175903072994354,0.4504808142012392
NA,ENSG00000124596,ENSMUSG00000040771,ENSMMUG00000021172,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,91.28540305010893,98.47494553376906,0.01966652269781257,0.3388198023285504,0.05804419506372926,0,0.05693425513442186,0,Liver_Control,0.01983725502596087,0.3388198023285504,0.05854809810296999,0,0.056934255134421866,0
NA,ENSG00000124602,ENSMUSG00000043592,ENSMMUG00000021168,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.85163776493256,96.4033397559409,0.09091080334971484,0.5362634746806818,0.16952637582458455,0.02325093137554238,0.06926286008067807,0.3356911820918089,Liver_Control,0.08997909803430804,0.5367027114568006,0.16765165540168972,0.023318899745109943,0.06926286008067807,0.33667249255875165
NA,ENSG00000124614,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000124615,ENSMUSG00000064120,ENSMMUG00000021315,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.56305599162742,90.1458019105078,0.09044615269933157,0.4406494972924146,0.20525645270238804,2.650713262400554,9.999999,0.2650713527471906,Liver_Control,0.0906162345967372,0.4411154645489337,0.20542520468965556,0.0209301281667341,0.0798452224695239,0.2621337572792526
NA,ENSG00000124659,ENSMUSG00000036430,ENSMMUG00000001305,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,78.57829010566763,96.44572526416908,2.229376841726071,9.999999,0.22293770646637773,0.02280882825252934,0.07557705413048008,0.3017956774704531,Liver_Control,0.157182995692523,0.6297056312909515,0.24961345092354367,0.02288264043442989,0.07569249001439553,0.3023105783688444
NA,ENSG00000124688,ENSMUSG00000034509,ENSMMUG00000059717,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,71.96969696969697,85.66775244299674,9.999999,9.999999,1,9.999999,9.999999,1,Liver_Control,0.14824415137900798,0.6381696073663645,0.2322958499869503,0.03766106939080999,0.08879758042780617,0.4241226980438845
NA,ENSG00000124713,ENSMUSG00000002769,ENSMMUG00000001393,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.06306306306307,96.95945945945944,0.655596713032828,1.0463500432493258,0.6265558235148,0.00699923940318978,0.08356817679198905,0.08375484151834148,Liver_Control,0.04258917204866803,0.4049214352518126,0.10517885283643398,0.0070361759193390185,0.08356817679198905,0.08419683412326778
NA,ENSG00000124733,ENSMUSG00000002768,ENSMMUG00000004871,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.89703315881326,98.0701754385965,9.999999,9.999999,1,0.35108190855981214,0.46764675264067573,0.7507416796488948,Liver_Control,0.026919290586101825,0.2894439889010869,0.09300345358113857,0,0.026327816061873306,0
NA,ENSG00000124762,ENSMUSG00000023067,ENSMMUG00000055964,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,75.15151515151516,97.37373737373736,2.5222320249966117,2.393124574558138,1.053949322910744,0.01735304501254089,0.05008247394203144,0.3464893733609563,Liver_Control,0.1330527229635682,0.806205565042074,0.16503572876804007,0.017475006487219953,0.050243203002118646,0.3478083689545643
NA,ENSG00000124767,ENSMUSG00000024026,ENSMMUG00000062055,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.52252252252252,95.06172839506172,0.05444129186614051,0.8697090823697908,0.06259712928120563,0.2713158167894776,0.39676202683535855,0.6838250599573218,Liver_Control,0.05477303664656344,0.876262301571824,0.0625075808331735,0.012618071228525984,0.0787369873503835,0.1602559566112803
NA,ENSG00000124782,ENSMUSG00000039087,ENSMMUG00000007852,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.78808446455506,96.77172874880613,1.297198105025921,1.921547067401367,0.6750800576434519,0.14390527873308556,0.1978400639082025,0.7273818856015807,Liver_Control,0.10619137950358858,0.5625422705303129,0.18877048902206256,0.01564346701555818,0.07656848980250937,0.20430685071505092
NA,ENSG00000124783,ENSMUSG00000021427,ENSMMUG00000002147,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.25078369905957,85.8433734939759,0.10429609015537236,0.4850007559189223,0.21504314969110597,0.07454693028303705,0.167009757083223,0.44636272505856894,Liver_Control,0.09932528652854358,0.5233758795808363,0.18977811244968276,0.00180180375327259,0.048736389886882475,0.036970398452872484
NA,ENSG00000124786,ENSMUSG00000021432,ENSMMUG00000010672,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.0450885668277,95.273631840796,2.4200250302825617,9.999999,0.24200252722850887,0.38929240617552174,0.5328673869636623,0.7305615162409417,Liver_Control,0.08937416641715236,0.5258757189827417,0.16995301967932364,0.014722983375088532,0.032941067940957844,0.44694918214179863
NA,ENSG00000124789,ENSMUSG00000021374,ENSMMUG00000001993,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,83.83035122597747,95.68679495686796,1.9520487687579389,9.999999,0.19520489639628352,0.7543577148894174,1.0847309136769945,0.6954330381645656,Liver_Control,0.095113870503126835,0.3333141410024845,0.2853580415672129,0.013661088251334413,0.04585093736783299,0.2979456699377849
NA,ENSG00000124795,ENSMUSG00000021377,ENSMMUG00000019763,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,86.92640692640693,97.11286089238844,0.6647811843616727,1.7444921573461478,0.38107433247105427,1.494151644165294,9.999999,0.14941517935804732,Liver_Control,0.047587977187718886,0.3931451150245869,0.12104430493748544,0.004387911136940229,0.03617381844501919,0.1213007452782305
NA,ENSG00000124802,ENSMUSG00000001707,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.66666666666667,NA,0.07259397378387974,0.35863090374266643,0.20241973858440584,NA,NA,NA,Liver_Control,0.07307931776234824,0.3603290683348559,0.20281271810809115,NA,NA,NA
NA,ENSG00000124831,ENSMUSG00000026305,ENSMMUG00000003386,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,58.23408624229979,96.168108776267,1.3867800706050828,9.999999,0.13867802092831036,0.02843692453941398,0.07536114315358725,0.3773420007902358,Liver_Control,0.26259770058985127,0.8358007792140864,0.3141869535426553,0.028475501797334626,0.07541260403643754,0.3775960552108233
NA,ENSG00000124839,ENSMUSG00000026304,ENSMMUG00000012094,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,78.29457364341086,72.82913165266106,0.2177671189310984,0.8296042663769954,0.2624951772272335,0.2742791634187324,0.3905598333541689,0.7022718159806504,Liver_Control,0.15601303823496182,0.6968773400753643,0.22387446005647088,0.20214192642239334,0.44871680590729557,0.4504888690622291
NA,ENSG00000125037,ENSMUSG00000030286,ENSMMUG00000018290,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,79.77777777777777,86.77777777777777,1.1377316881963488,2.783043008952761,0.4088085180632796,1.1394303909229593,1.9648778160065443,0.5798988525600841,Liver_Control,0.004332839334218389,0.40990081914909876,0.010570457856641527,0.001514118355284998,0.019348282144241523,0.07825595802238357
NA,ENSG00000125107,ENSMUSG00000036550,ENSMMUG00000014625,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,92.3853596970972,98.9763006590941,0.00299838828323546,0.33188822131714735,0.00903433171365926,4.37062964892799e-4,0.03429177629881771,0.01274541630868704,Liver_Control,0.002999743939881295,0.33198716104584913,0.009035722738286903,4.3725407246628784e-4,0.03430157466316765,0.012747346929696573
NA,ENSG00000125144,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000125148,NA,ENSMMUG00000049822,Liver_Control,NA,NA,ortholog_one2one,NA,NA,27.402862985685072,NA,NA,NA,9.999999,9.999999,1,Liver_Control,NA,NA,NA,0.35426972474316026,0.5966923747696435,0.5937225607750193
NA,ENSG00000125149,ENSMUSG00000031889,ENSMMUG00000018102,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,91.96217494089836,98.58156028368796,0.01519194959787754,0.3079389577286489,0.04933428920437037,0.00445174820747596,0.03821555225979606,0.11649048474328452,Liver_Control,0.015231793912607825,0.30525745762223394,0.04989818768476303,0.00446315180337832,0.03827945706840631,0.11659391603706813
NA,ENSG00000125166,ENSMUSG00000031672,ENSMMUG00000006000,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.78576952822893,98.22119102861562,0.02487889776034053,0.44752782416173265,0.05559184572923786,0.00663335108282222,0.04694343689725123,0.14130518601228864,Liver_Control,0.02494339357839701,0.4484069345376349,0.05562669008256273,0.006649960878158563,0.04701805137119644,0.14143420844174695
NA,ENSG00000125246,ENSMUSG00000025545,ENSMMUG00000003558,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.35972629521017,76.05177993527508,2.2453333843549252,9.999999,0.2245333608888286,9.999999,9.999999,1,Liver_Control,0.07648519554040224,0.48404830119597825,0.15801149462031772,0.08960505801356455,0.18837238765725278,0.475680428155971
NA,ENSG00000125247,ENSMUSG00000041594,ENSMMUG00000000481,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,85.739282589676293,94.65615418309244,9.999999,9.999999,1,2.377656686061604,9.999999,0.23776569238272963,Liver_Control,0.05253841164869685,0.39485361756184845,0.13305794682371733,0.01113947861494554,0.07453819501911844,0.14944658389015664
NA,ENSG00000125304,ENSMUSG00000025544,ENSMMUG00000019556,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,90.06024096385542,98.69477911646588,1.527595369954439,4.3003142257540095,0.3552287785868934,0.00601683215234507,0.0308544637363913,0.19500686201356723,Liver_Control,0.020155626021514376,0.40459017198043923,0.04981738909488104,0.0060305312833779405,0.030854463736391308,0.1954508538829417
NA,ENSG00000125347,ENSMUSG00000018899,ENSMMUG00000008100,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,83.53535353535354,98.5685071574642,0.4823669858467885,1.0992998572814638,0.43879473162096816,0.00469854671309122,0.03791630964977529,0.12391888230924052,Liver_Control,0.07446296432381296,0.5444650587457639,0.13676353170458122,0.0047133106288518856,0.03801013527208806,0.12400141686191277
NA,ENSG00000125351,ENSMUSG00000036572,ENSMMUG00000020222,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,85.18518518518519,98.96694214876032,0.3744968827757489,0.9681990395768678,0.3867974119654315,0.00187022736518013,0.0244445421475029,0.07650899550070656,Liver_Control,0.06729812523777345,0.4039459700161837,0.166601798837298,0.001875658957965753,0.0244445421475029,0.0767311961356314
NA,ENSG00000125352,ENSMUSG00000098134,ENSMMUG00000020223,Liver_Control,NA,ortholog_one2many,ortholog_one2one,NA,83.33333333333333,98.2608695652174,0.06937036867555246,0.7324179468712875,0.0947141846699496,0.04207648413461805,0.06138758973172794,0.6854232967689067,Liver_Control,0.05173311774755179,0.6818555307003884,0.07587108326951982,0.009721543385376879,0.023508151171887728,0.41353925769383376
NA,ENSG00000125354,ENSMUSG00000050379,ENSMMUG00000017669,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,91.18773946360152,91.62929745889387,0.01948202404916488,0.34598602334609807,0.05630870247517645,0.0467407221820617,0.1492579691498424,0.3131539471446108,Liver_Control,0.019531151476051473,0.34655779079718707,0.05635755996459914,0.03848825110801728,0.12830985923610008,0.2999633179956648
NA,ENSG00000125356,ENSMUSG00000016427,ENSMMUG00000032359,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,81.69014084507042,95.77464788732394,0.09466132899398122,0.6732150762304414,0.14061082755903503,0.05063200245431226,0.042631812166476,1.1876577579342804,Liver_Control,0.09624994295455527,0.6821027615884805,0.14110768695674017,0.051430125534608157,0.04280479801523483,1.2015037547029996
NA,ENSG00000125386,ENSMUSG00000037210,ENSMMUG00000013158,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.79913137893594,97.21857205431448,1.5955556250130545,9.999999,0.15955557845686327,1.198446522174016,2.334524835789148,0.513357795043076,Liver_Control,0.056179140573041464,0.48514861386969,0.11579779673065514,0.005538574574735913,0.060137530716374926,0.09209847010276076
NA,ENSG00000125430,ENSMUSG00000070407,ENSMMUG00000053284,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,87.6385336743393,98.03921568627452,0.05981989273683037,0.3928743063687092,0.15226216570316997,0.0034242120696097,0.06612073861459075,0.05178726283698976,Liver_Control,0.06004299122570746,0.3928743063687092,0.15283002795646713,0.0034361515900005976,0.06612073861459075,0.05196783432849233
NA,ENSG00000125445,ENSMUSG00000046756,ENSMMUG00000063156,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,72.91666666666667,82.3529411764706,2.141989382654703,9.999999,0.21419895968536623,2.168099918366474,9.999999,0.21681001351764875,Liver_Control,0.11045430051069771,0.6960938179531045,0.15867731857681713,0.07977208711270252,0.16948734664979975,0.4706669181477611
NA,ENSG00000125449,ENSMUSG00000057219,ENSMMUG00000029833,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.08710217755444,96.98492462311556,0.09109578102921354,0.48159961703057824,0.1891525196612222,0.01220068778664466,0.07221755499292887,0.16894351778925898,Liver_Control,0.09182145536197482,0.48159961703057824,0.19065931972314004,0.012291911824632396,0.07221755499292887,0.17020670148464526
NA,ENSG00000125450,ENSMUSG00000020739,ENSMMUG00000018018,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,86.45357686453576,97.6154236428209,0.04207261222401064,0.5459273436825551,0.07706632157350769,0.01246138232887058,0.04986299859667104,0.2499124136048757,Liver_Control,0.04216500408123456,0.5459273436825551,0.07723555994981009,0.012489348817187034,0.04986299859667104,0.2504732801613108
NA,ENSG00000125458,ENSMUSG00000020736,ENSMMUG00000029832,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.80392156862744,96.6996699669967,2.958007643418567,9.999999,0.2958007939219361,0.01943810715498365,0.05606148729181402,0.3467283529921969,Liver_Control,0.08118112621538523,0.38003579966557466,0.21361441813330034,0.019567159487106307,0.056061487291814024,0.3490303313798002
NA,ENSG00000125459,ENSMUSG00000068922,ENSMMUG00000009981,Liver_Control,NA,ortholog_one2one,ortholog_one2many,NA,76.09297177642502,97.66491535318156,9.999999,9.999999,1,0.01330747966756882,0.0462941326746065,0.2874549948068973,Liver_Control,0.23260950683602255,0.6267645659912088,0.37112740486239487,0.01333390265504643,0.04634951775834849,0.28768158332445054
NA,ENSG00000125503,ENSMUSG00000019254,ENSMMUG00000021965,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,83.03722504230119,96.08343976160069,0.7517359890707718,1.748470945947829,0.42993907952142896,0.6635763656511752,0.8683950381304475,0.7641411299168374,Liver_Control,0.07172017335294427,0.5455662796290077,0.131460055415659,0.014142373410321792,0.09623498497740718,0.14695667499342321
NA,ENSG00000125520,NA,ENSMMUG00000020711,Liver_Control,NA,NA,ortholog_one2one,NA,NA,74.31803060545576,NA,NA,NA,1.3943148322192207,1.8291903476296851,0.7622579213945733,Liver_Control,NA,NA,NA,0.01740612867281799,0.10589677485248303,0.16436882706829534
NA,ENSG00000125534,ENSMUSG00000016344,ENSMMUG00000048418,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,63.38028169014085,79.90543735224587,0.7647925340431364,0.876499781584817,0.87255302295717585,0.6770877654554037,0.6367604282332971,1.0633320404881244,Liver_Control,0.20460537081734073,0.456410437970098,0.44829248806694816,0.01711463953336804,0.026809889324718637,0.6383703910925285
NA,ENSG00000125551,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000125611,ENSMUSG00000037938,ENSMMUG00000007779,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,63.73873873873874,71.17117117117117,0.10010041612743883,0.6553955213270393,0.15273283516609384,0.06241925512771922,0.12238303241804806,0.5100319373890112,Liver_Control,0.07964962412750465,0.6396875634098382,0.1245133228836502,0.03501526033691915,0.16240720523225802,0.21560164333130383
NA,ENSG00000125630,ENSMUSG00000027395,ENSMMUG00000009468,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.19761499148211,94.63373083475298,9.999999,9.999999,1,9.999999,9.999999,1,Liver_Control,0.051189900193723256,0.6407398523991366,0.07989186251183186,0.006489808411187777,0.06239851482909106,0.10400581534613926
NA,ENSG00000125648,ENSMUSG00000046329,ENSMMUG00000005598,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,70.15503875968992,75.65270188221008,1.564922759211898,1.404019903932073,1.114601548617084,0.8295267880003867,0.9862460064675062,0.8410952060242559,Liver_Control,0.06887596498228707,0.7707590525253822,0.08936121445037311,0.03146202165736145,0.1528008950163927,0.20590207703944508
NA,ENSG00000125651,ENSMUSG00000002658,NA,Liver_Control,NA,ortholog_one2one,NA,NA,84.55598455598455,NA,0.1379848589117873,0.8472102046316714,0.16286968471039234,NA,NA,NA,Liver_Control,0.03529614308150863,0.6915915504098307,0.051036110924999684,NA,NA,NA
NA,ENSG00000125652,ENSMUSG00000002661,ENSMMUG00000000054,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.63063063063063,87.2,0.10790631537046784,0.6646716960637085,0.16234528415984342,0.01930747338524482,0.03952556976235502,0.4884805836153605,Liver_Control,0.10867882042323265,0.6646716960637085,0.16350751967752788,0.014956071294198871,0.03260330075279221,0.4587287467486863
NA,ENSG00000125656,ENSMUSG00000002660,ENSMMUG00000028914,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.69544364508393,97.00239808153478,1.48856931774176,2.2162199500116095,0.6716703898157591,0.01254484387844162,0.06900599172689749,0.18179354523430225,Liver_Control,0.07772414479179551,0.685246325248846,0.11342511725775417,0.012604839340815535,0.06900599172689749,0.18266296919115735
NA,ENSG00000125676,ENSMUSG00000037475,ENSMMUG00000003745,Liver_Control,NA,ortholog_one2many,ortholog_one2one,NA,93.20794148380357,99.2680886658302,0.0330413965455156,0.2882485529196632,0.11462814370042808,3.2546787154101245e-4,0.02495229984606826,0.01304360213482671,Liver_Control,0.012030247176729496,0.2595929395345373,0.04634273643304903,3.2567986821555115e-4,0.024962944083227443,0.013046532777933629
NA,ENSG00000125703,ENSMUSG00000028550,ENSMMUG00000000386,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,87.94480755265069,89.26315789473684,0.05122274535735279,0.405271416140927,0.12639121170968756,0.10230313676789908,0.1687886177087585,0.60610210662677,Liver_Control,0.05134765276773399,0.4059768970187484,0.12647924831388302,0.08971113428187882,0.1743404625576514,0.5145743734172604
NA,ENSG00000125730,ENSMUSG00000024164,ENSMMUG00000008693,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,79.06418716256749,95.873397435897445,0.3718581755234598,0.9077137473849262,0.4096645848922779,0.02447310249421312,0.08282600257978733,0.2954760791532572,Liver_Control,0.13562793196317552,0.6447842324637836,0.21034622922605897,0.024494315351545917,0.08282600257978733,0.29573219265230427
NA,ENSG00000125733,ENSMUSG00000019487,ENSMMUG00000008697,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,83.05830583058305,96.73311184939092,0.17430298275907685,0.8799914652302636,0.19807349235309657,1.9139165821485935,9.999999,0.19139167735402707,Liver_Control,0.050857325326318564,0.7065630352770127,0.07197846870998512,0.006178204923484205,0.08206399671280168,0.07528520631411592
NA,ENSG00000125734,ENSMUSG00000005823,ENSMMUG00000008695,Liver_Control,NA,ortholog_one2one,ortholog_one2many,NA,79.50963222416813,95.83333333333331,1.8189947447747827,9.999999,0.18189949266742753,2.2613983860712357,9.999999,0.22613986122110968,Liver_Control,0.09771842221439773,0.5930775719200769,0.16476499338532777,0.02196998064026322,0.07966701899294384,0.2757725959623155
NA,ENSG00000125735,ENSMUSG00000005824,ENSMMUG00000051945,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,77.09190672153635,95.57399723374829,1.2734829304487183,9.999999,0.1273483057797024,0.03339623094047669,0.06964977921232923,0.47948796562107376,Liver_Control,0.14483332702683704,0.6203316832928949,0.23347723633592443,0.03361034674700095,0.06964977921232923,0.4825621434425356
NA,ENSG00000125743,ENSMUSG00000040824,ENSMMUG00000006937,Liver_Control,NA,ortholog_one2one,ortholog_one2many,NA,91.31652661064426,96.9187675070028,0,0.44823204625665974,0,0,0.13303187123632776,0,Liver_Control,0,0.4512433831684406,0,0,0.13367446484995155,0
NA,ENSG00000125755,ENSMUSG00000023118,ENSMMUG00000015428,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,87.07430340557275,97.15032679738562,0.09001005896305311,0.6077137248886386,0.14811259854226122,0.00416316295947023,0.08930454955764934,0.04661759093004278,Liver_Control,0.025764812487543372,0.4897053435919477,0.05261288818815133,0.004168317016705298,0.08930454955764934,0.04667530419617085
NA,ENSG00000125779,ENSMUSG00000037514,ENSMMUG00000019956,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.72017353579176,74.54757734967893,2.031789194153874,9.999999,0.20317893973328136,4.078117301868495,9.999999,0.4078117709680266,Liver_Control,0.047761916606573016,0.3294217877899589,0.1449871210007101,0.006513942716019142,0.06474279670893927,0.10061262483459783
NA,ENSG00000125798,ENSMUSG00000037025,ENSMMUG00000010410,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,90.20028612303292,96.69540229885058,0.30824546730791624,0.7350353305180188,0.4193614300018465,1.6359073077354191,9.999999,0.16359074713261662,Liver_Control,0.011344964285404976,0.4700302023069305,0.024136670855879803,0.0028691137126277896,0.07994520893869714,0.0358885010210913
NA,ENSG00000125810,ENSMUSG00000027435,ENSMMUG00000016813,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,73.14956610515569,95.40581929555896,2.085912710871268,9.999999,0.20859129194625595,0.06701119052905835,0.14527072362999913,0.4612848952259243,Liver_Control,0.20384436975338777,0.8283121703680487,0.24609606987038765,0.0251694706385769,0.10295754338050231,0.24446456094584124
NA,ENSG00000125817,ENSMUSG00000068267,ENSMMUG00000018921,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,87.16666666666667,97.18543046357615,0.05229955919108853,0.4266018006801182,0.12259573004077558,0.18338792168657947,0.2869059967634853,0.6391916647101583,Liver_Control,0.03823513408714945,0.40946317247296515,0.093378688628399,0.002894936694578897,0.06376805041677634,0.045397917541121595
NA,ENSG00000125818,ENSMUSG00000032869,ENSMMUG00000004709,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,86.51960784313725,92.15686274509804,0.0940118155059593,0.30583656822098193,0.30739233065821986,9.999999,9.999999,1,Liver_Control,0.09454486207220777,0.30583656822098193,0.3091352437746897,0.010310457341928907,0.03919055204796335,0.2630852795671379
NA,ENSG00000125826,ENSMUSG00000027466,ENSMMUG00000012601,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.5959595959596,95.58080808080808,1.9590397078745172,9.999999,0.19590399037785075,2.393798912747454,9.999999,0.2393799152127369,Liver_Control,0.04722106038195946,0.46625347891371427,0.10127765800691918,0.0016807813453229722,0.03859802599471976,0.043545785101883304
NA,ENSG00000125827,ENSMUSG00000034723,ENSMMUG00000021137,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,81.04761904761905,97.52380952380952,1.5824002523041014,9.999999,0.15824004105441425,0.01444229422494459,0.04725353835608214,0.30563413296404895,Liver_Control,0.09241380062606644,0.4521606586889175,0.20438266543141761,0.014487371007521042,0.04737281723157364,0.3058161167975738
