GeneSymbol_Human,HumanEnsembl,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Mouse_OrthoType,Macaque_OrthoType,Human_BBB_Datasets_N,PctId_Human_Mouse,PctId_Human_Macaque,dN_Human_Mouse,dS_Human_Mouse,dNdS_Human_Mouse,dN_Human_Macaque,dS_Human_Macaque,dNdS_Human_Macaque,Gene_Set
LNPEP,ENSG00000113441,ENSMUSG00000023845,ENSMMUG00000018542,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,87.19948018193632,97.72579597141001,0.06651674669077111,0.4057409193322781,0.16393896578199887,0.013004193146533012,0.046285704470458613,0.28095484978159524,BBB
LNX2,ENSG00000139517,ENSMUSG00000016520,ENSMMUG00000058786,Both,liver_only,ortholog_one2one,ortholog_one2one,1,80.44315992292871,97.25036179450072,1.9821006233917249,9.999999,0.19821008216018068,0.010530594788517783,0.068158264584142,0.1545020967415869,BBB
LPP,ENSG00000145012,ENSMUSG00000033306,ENSMMUG00000016823,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,2,85.61346362649294,97.74848984074684,1.2029910264641253,2.009297854020587,0.5987121441736232,1.1520129672115162,1.8740754983233003,0.6147100094111472,BBB
LRCH1,ENSG00000136141,ENSMUSG00000068015,ENSMMUG00000016293,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,76.37075718015666,97.74599046380581,1.5546671006223205,9.999999,0.1554667256089046,2.174780726494975,9.999999,0.21747809439730692,BBB
LRP1,ENSG00000123384,ENSMUSG00000040249,ENSMMUG00000021782,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,89.57325120985482,97.30381411661551,9.999999,9.999999,1,1.0710719523628351,1.2303897972623066,0.8705143319182559,BBB
LRP6,ENSG00000281324,NA,NA,Munji,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,BBB
LRP8,ENSG00000157193,ENSMUSG00000028613,ENSMMUG00000007612,Munji,NA,ortholog_one2one,ortholog_one2one,2,84.07960199004975,97.02627939142462,1.9718977171276142,9.999999,0.19718979143174054,2.079103150975841,9.999999,0.20791033588861768,BBB
LRRC47,ENSG00000130764,ENSMUSG00000029028,ENSMMUG00000032284,Munji,NA,ortholog_one2one,ortholog_one2one,1,80.09868421052632,94.80737018425461,1.998679068763396,9.999999,0.19986792686313226,0.7746485524627886,0.8883495931512173,0.8720086759030302,BBB
LRRC49,ENSG00000137821,ENSMUSG00000047766,ENSMMUG00000015086,Both,liver_only,ortholog_one2one,ortholog_one2one,1,77.14412024756852,97.83236994219654,1.6196579097653494,9.999999,0.16196580717311565,1.4927432308062922,9.999999,0.149274338008063,BBB
LRRK1,ENSG00000154237,ENSMUSG00000015133,ENSMMUG00000013325,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,85.3505291005291,96.52777777777777,0.13577178226599462,0.6331341523056727,0.2144439401532157,0.012308994557416256,0.09322986175619968,0.13202845446242142,BBB
LRRN3,ENSG00000173114,ENSMUSG00000036295,NA,Munji,NA,ortholog_one2one,NA,1,86.64786083685942,NA,0.12781461926605264,0.5826274005509515,0.21937625855767676,NA,NA,NA,BBB
LSM4,ENSG00000130520,ENSMUSG00000031848,ENSMMUG00000004405,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,50.48951048951049,55.10489510489511,0.2887228360306263,1.3873248581883046,0.20811480045680644,0.18656149486346163,0.40097396243551897,0.4652708463419561,BBB
LSR,ENSG00000105699,ENSMUSG00000001247,ENSMMUG00000011294,Munji,NA,ortholog_one2one,ortholog_one2one,2,73.02798982188295,88.58166922683051,2.6619916864357456,9.999999,0.26619919526349406,2.5011353585567306,9.999999,0.25011356086702913,BBB
LTBP3,ENSG00000168056,ENSMUSG00000024940,ENSMMUG00000023479,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,83.8957055214724,86.17183528215557,1.9751573442183357,9.999999,0.19751575417340897,2.093397998005815,9.999999,0.20933982073456353,BBB
LTBP4,ENSG00000090006,ENSMUSG00000040488,ENSMMUG00000020798,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,82.69461077844312,97.4989749897499,9.999999,9.999999,1,0.03632763750048825,0.09247483563495754,0.3928380867189733,BBB
LTBR,ENSG00000111321,ENSMUSG00000030339,ENSMMUG00000020213,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,72.471482889733835,90.04329004329004,0.8054030045639264,1.5342022137491396,0.5249653515984428,0.9982755213132741,1.4329974797014515,0.6966345268948089,BBB
LUC7L2,ENSG00000146963,ENSMUSG00000029823,ENSMMUG00000006770,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,93.72349448685327,83.36964415395788,0.002426066554080811,0.27918997788240474,0.008689662044755323,3.1639479666775703,9.999999,0.31639482830723986,BBB
LXN,ENSG00000079257,ENSMUSG00000047557,ENSMMUG00000004963,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,84.15545590433483,97.90732436472346,0.07785057927013711,0.5783253520504917,0.13461381036489686,0.012564789649355234,0.05236303295065321,0.2399553452374743,BBB
LY6E,ENSG00000278032,NA,NA,Daneman,liver_only,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,BBB
LY75,ENSG00000054219,ENSMUSG00000026980,NA,Both,lung_only,ortholog_one2one,NA,1,80.80046403712296,NA,0.5865378334615774,1.2122289314314316,0.4838507135520831,NA,NA,NA,BBB
LY96,ENSG00000154589,ENSMUSG00000025779,ENSMMUG00000003018,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,75.56935817805383,95.65217391304348,0.23778265405057808,0.5860799495929505,0.4057170940854145,0.030318049727401094,0.06458611591950295,0.46942054489215707,BBB
LYN,ENSG00000254087,ENSMUSG00000042228,ENSMMUG00000014149,Daneman,lung_only,ortholog_one2one,ortholog_one2one,2,88.9538661468486,83.85236447520184,0.01832288485581915,0.558543821958236,0.03280473999619175,2.150831159618349,9.999999,0.21508313747014862,BBB
LYNX1,ENSG00000180155,ENSMUSG00000075605,NA,Daneman,liver_only,ortholog_one2one,NA,1,43.69747899159664,NA,1.5560619336426655,1.4115021927948408,1.1024155269370073,NA,NA,NA,BBB
LYSMD2,ENSG00000140280,ENSMUSG00000032184,ENSMMUG00000017437,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,87.34567901234568,57.18206770356816,0.06232837343365705,0.4063732968652065,0.15337713849424336,2.2360476816623054,9.999999,0.22360479052670956,BBB
LZTS1,ENSG00000061337,ENSMUSG00000036306,ENSMMUG00000017711,Munji,NA,ortholog_one2one,ortholog_one2one,1,84.71760797342192,96.87325516471245,0.4611480584117106,1.0114492325176658,0.45592803235792284,0.005347733006214713,0.09528394745672773,0.05612417567653075,BBB
M6PR,ENSG00000003056,ENSMUSG00000007458,ENSMMUG00000017846,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,87.93309438470729,88.17204301075269,1.667920303051023,9.999999,0.166792046984307,9.999999,9.999999,1,BBB
MAD2L1,ENSG00000164109,ENSMUSG00000029910,ENSMMUG00000039047,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,88.3495145631068,97.73462783171522,0.028866014054449166,0.4704803049052134,0.06135435161364456,0.013986214362861162,0.0450439467790686,0.31050152935000785,BBB
MAD2L1,ENSG00000164109,ENSMUSG00000029910,ENSMMUG00000054168,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,88.3495145631068,99.19093851132686,0.028866014054449166,0.4704803049052134,0.06135435161364456,0,0.023622005285492197,0,BBB
MAGED2,ENSG00000102316,ENSMUSG00000025268,ENSMMUG00000007345,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,87.03403565640194,98.51729818780889,0.11710219203216704,0.3664415158829978,0.31956584326967186,0.0064465651111058515,0.03558802076201226,0.1811442438514904,BBB
MAL,ENSG00000172005,ENSMUSG00000027375,ENSMMUG00000001936,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,85.71428571428571,85.39094650205762,0.07329059827651184,0.42465151918754634,0.172589982526692,0.1350413748733706,0.21936132858580643,0.6156115836094016,BBB
MAN1A1,ENSG00000111885,ENSMUSG00000003746,ENSMMUG00000013304,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,76.94717994628469,87.24559023066486,2.138681522439983,9.999999,0.21386817363081564,2.7564471464982825,9.999999,0.27564474221430246,BBB
MAN1C1,ENSG00000117643,ENSMUSG00000037306,ENSMMUG00000004788,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,84.25779186476493,93.76650818806128,1.2775210236695802,1.6396166371587815,0.7791583683142783,0.41448087000576567,0.46350797256830534,0.8942259778383537,BBB
MAOA,ENSG00000189221,ENSMUSG00000025037,ENSMMUG00000019489,Munji,NA,ortholog_one2one,ortholog_one2one,1,84.91161616161617,52.85223367697594,0.07439123505552116,0.5434084613921679,0.13689745438438133,9.999999,9.999999,1,BBB
MAOB,ENSG00000069535,ENSMUSG00000040147,ENSMMUG00000019492,Both,liver_only,ortholog_one2one,ortholog_one2one,1,87.3320537428023,97.76071657069738,0.055489721028325285,0.42291913255739644,0.1312064571133927,0.008051190964283673,0.058171743502308304,0.13840381050233083,BBB
MAP2K5,ENSG00000137764,ENSMUSG00000058444,ENSMMUG00000014482,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,91.0913140311804,98.73793615441723,0.011482308471340633,0.36198109864427896,0.03172074043187644,8.753895959617946e-4,0.03778865143730001,0.023165409790139393,BBB
MAP4K4,ENSG00000071054,ENSMUSG00000026074,ENSMMUG00000010811,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,84.04332129963899,93.59158297465328,0.652313894414885,1.5441268435918523,0.4224483870104303,0.47897576229568617,0.7984298468155491,0.5998971158280582,BBB
MAP4K5,ENSG00000012983,ENSMUSG00000034761,ENSMMUG00000020550,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,89.26886792452831,98.38646202282565,0.4891070609846801,1.0319531457108637,0.4739624691465593,0.30266420446297104,0.38618972300540155,0.7837189506431732,BBB
MAPK11,ENSG00000185386,ENSMUSG00000053137,ENSMMUG00000014107,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,88.94977168949772,97.1689497716895,0.013575391249416292,0.5211070379643896,0.02605106103046718,0.001428572400389872,0.10053598570757433,0.01420956277829824,BBB
MAPK6,ENSG00000069956,ENSMUSG00000042688,ENSMMUG00000029652,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,87.78238819732596,95.79418344519016,0.23447724193452185,0.8035603563181377,0.29179792170047014,2.3378099590944217,9.999999,0.23378101928754408,BBB
MAPKBP1,ENSG00000137802,ENSMUSG00000033902,ENSMMUG00000003839,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,85.43177323665128,97.33773377337734,2.2140428754834574,9.999999,0.2214043096887767,0.013784208398122316,0.05717598519632446,0.24108388077252454,BBB
MARCKSL1,ENSG00000175130,ENSMUSG00000047945,ENSMMUG00000009951,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,91.37645107794361,99.48979591836735,0.12973750746326884,0.3943818751268563,0.32896417316728277,0,0.015368787319422901,0,BBB
MARVELD1,ENSG00000155254,ENSMUSG00000044345,ENSMMUG00000064106,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,90.80459770114942,97.70114942528735,0.05476680788067953,0.21885919913205643,0.2502376326783232,0.0029895455280290048,0.08075282385614473,0.037020941005786526,BBB
MAST4,ENSG00000069020,ENSMUSG00000034751,ENSMMUG00000005357,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,80.53665910808768,95.84588353413655,2.133749775501583,9.999999,0.21337499888765815,2.3405838130022376,9.999999,0.2340584047060642,BBB
MAT2A,ENSG00000168906,ENSMUSG00000053907,ENSMMUG00000004450,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,93.18181818181819,93.0756843800322,0.0025990961776869736,0.2988015997537669,0.008698401145873409,0.028489194205184074,0.07523570758002195,0.3786658638769695,BBB
MAX,ENSG00000125952,ENSMUSG00000059436,ENSMMUG00000004341,Munji,NA,ortholog_one2one,ortholog_one2one,1,96.06625258799171,99.79296066252589,0.0032679854898927246,0.12425425734090821,0.02630079290503961,0,0.005732249401510576,0,BBB
MBD1,ENSG00000141644,ENSMUSG00000024561,ENSMMUG00000009050,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,69.28838951310861,66.5982905982906,1.1865975970850635,9.999999,0.1186597715744835,0.07683593246527917,0.13297094265719295,0.5778400222623585,BBB
MBOAT1,ENSG00000172197,ENSMUSG00000038732,ENSMMUG00000017425,Munji,NA,ortholog_one2one,ortholog_one2one,1,84.40860215053763,98.0510752688172,2.153733243777788,9.999999,0.2153733459151134,0.007242968151691774,0.051737113500999125,0.13999559816091983,BBB
MBP,ENSG00000197971,ENSMUSG00000041607,ENSMMUG00000011333,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,72.33115468409586,67.6,0.48903359901284515,0.8477735391912393,0.5768446128660425,0.33256885347974413,0.44801577993777114,0.7423150441842418,BBB
MBTD1,ENSG00000011258,ENSMUSG00000059474,ENSMMUG00000001942,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,92.51054852320675,82.60485651214128,1.0211139481412652,1.5975823330620997,0.6391620181377992,9.999999,9.999999,1,BBB
MCC,ENSG00000171444,ENSMUSG00000071856,ENSMMUG00000013557,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,86.76470588235294,96.79738562091504,2.6271619556597097,9.999999,0.26271622183759313,2.767909839427245,9.999999,0.2767910116218256,BBB
MCF2L,ENSG00000126217,ENSMUSG00000031442,ENSMMUG00000048566,Both,liver_only,ortholog_one2one,ortholog_one2one,2,84.69991546914623,91.34986225895317,0.3597484010468543,0.7769810951765761,0.4630079203730152,2.0599275180966066,9.999999,0.20599277240893787,BBB
MCL1,ENSG00000143384,ENSMUSG00000038612,ENSMMUG00000053525,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,77.01804368471035,97.91073124406458,1.6458774653658224,9.999999,0.16458776299535852,0.01320216199470022,0.04656866383652382,0.2834988360637859,BBB
MCM2,ENSG00000073111,ENSMUSG00000002870,ENSMMUG00000000158,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,87.60117733627668,97.38489871086556,0.02550360633175584,0.5743818631579806,0.04440183085088328,0.002014608790824922,0.08740954013274357,0.02304792803812327,BBB
MCM3,ENSG00000112118,ENSMUSG00000041859,ENSMMUG00000021149,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,82.77197057684863,93.20843091334895,2.5157419452700536,9.999999,0.2515742196844273,2.2218328840111123,9.999999,0.22218331061944227,BBB
MCM5,ENSG00000100297,ENSMUSG00000005410,ENSMMUG00000021054,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,88.25396825396825,97.77777777777777,0.020988112783104272,0.49774598705157636,0.04216631239445731,0.003573464907357857,0.0791163629385539,0.04516720403506422,BBB
MCM7,ENSG00000166508,ENSMUSG00000029730,ENSMMUG00000013442,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,86.94444444444444,96.48148148148148,0.03819170549426217,0.5234725064181289,0.0729583789521052,0.008090034221174519,0.09512411131606797,0.08504714639902222,BBB
MDH1,ENSG00000014641,ENSMUSG00000020321,ENSMMUG00000006163,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,88.85767790262172,93.22033898305085,0.04671890090556191,0.42735345100182986,0.10932145463208595,2.0882726901688935,9.999999,0.20882728989961832,BBB
MDK,ENSG00000110492,ENSMUSG00000027239,ENSMMUG00000038138,Daneman,lung_only,ortholog_one2one,ortholog_one2one,2,78.55626326963906,94.48275862068965,1.0290689357830658,0.9903297930456406,1.0391174162480639,0.046096613333219516,0.11643729949387521,0.39589215426319874,BBB
MECP2,ENSG00000169057,ENSMUSG00000031393,ENSMMUG00000018704,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,89.68253968253968,98.9311957247829,1.7274481551210767,9.999999,0.17274483278659095,8.202015645517259e-4,0.033043638110608425,0.024821769376792865,BBB
MEOX1,ENSG00000005102,ENSMUSG00000001493,ENSMMUG00000008995,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,83.46354166666667,97.12418300653594,1.1242930086609106,9.999999,0.11242931210902227,0.01707601294978046,0.05108383511124971,0.33427429464903213,BBB
MERTK,ENSG00000153208,ENSMUSG00000014361,ENSMMUG00000010066,Daneman,liver_only,ortholog_one2one,ortholog_one2one,3,82.01798201798202,78.50770478507705,2.7152232000061733,9.999999,0.271522347152852,2.9827859864380413,9.999999,0.298278628471667,BBB
MEST,ENSG00000106484,ENSMUSG00000051855,NA,Daneman,lung_only,ortholog_one2one,NA,1,87.85228377065111,NA,1.9580724065755164,9.999999,0.19580726023827766,NA,NA,NA,BBB
METAP2,ENSG00000111142,ENSMUSG00000036112,ENSMMUG00000062006,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,87.38922972051806,99.09533750869868,1.0936465074421904,1.649421880728789,0.663048380902385,0.004585942573255,0.019149519025847005,0.2394808228376461,BBB
MFAP3L,ENSG00000198948,ENSMUSG00000031647,ENSMMUG00000040113,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,86.91056910569105,90.44394281414597,0.05118541828915599,0.4675005028854098,0.10948740797761702,2.128354560736349,9.999999,0.21283547735718264,BBB
MFHAS1,ENSG00000285022,NA,NA,Munji,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BBB
MFSD2A,ENSG00000168389,ENSMUSG00000028655,ENSMMUG00000011264,Munji,NA,ortholog_one2one,ortholog_one2one,2,81.72434729811779,95.03676470588235,1.7920914132436025,2.6764950153687033,0.6695665050572609,1.194698601350066,1.5115504796593258,0.7903795588879889,BBB
MGP,ENSG00000111341,ENSMUSG00000030218,ENSMMUG00000047247,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,65.11627906976744,95.60723514211887,1.996137817781754,9.999999,0.19961380173955556,0.03495708888208707,0.062339304705288846,0.5607551936510662,BBB
MGST1,ENSG00000008394,ENSMUSG00000008540,ENSMMUG00000057610,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,53.91304347826087,96.7948717948718,9.999999,9.999999,1,0.03531634478106962,0.040506365876262836,0.8718714704980576,BBB
MIER1,ENSG00000198160,ENSMUSG00000028522,ENSMMUG00000000643,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,84.68786808009423,88.79690949227373,1.8983992662919378,9.999999,0.18983994561318832,1.8983581737144286,9.999999,0.1898358363550265,BBB
MIF,ENSG00000276701,NA,NA,Daneman,lung_only,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BBB
MIF4GD,ENSG00000125457,ENSMUSG00000020743,NA,Munji,NA,ortholog_one2one,NA,1,69.87399770904925,NA,9.999999,9.999999,1,NA,NA,NA,BBB
MINK1,ENSG00000141503,ENSMUSG00000020827,ENSMMUG00000002404,Munji,NA,ortholog_one2one,ortholog_one2one,1,90.16840019811788,95.30413625304136,0.6527240626042488,1.3385682640563554,0.48762852080943125,0.6931922584223444,1.0779293934034826,0.6430776103373904,BBB
MINPP1,ENSG00000107789,ENSMUSG00000024896,NA,Daneman,liver_and_lung,ortholog_one2one,NA,1,80.94262295081967,NA,1.0976997171103462,1.562098651633863,0.7027083186853897,NA,NA,NA,BBB
MIPOL1,ENSG00000151338,ENSMUSG00000047022,ENSMMUG00000009651,Munji,NA,ortholog_one2one,ortholog_one2one,1,64.48717948717949,82.05128205128206,1.8588221987112723,9.999999,0.18588223845935106,0.07117741064370216,0.134836644114696,0.5278788352456811,BBB
MKI67,ENSG00000148773,ENSMUSG00000031004,ENSMMUG00000044121,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,60.654421359028404,94.22290388548058,1.8371077792542667,9.999999,0.1837107962965063,1.0569976147972886,1.788391467724961,0.5910325752906386,BBB
MKRN1,ENSG00000133606,ENSMUSG00000029922,ENSMMUG00000010420,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,92.40855762594893,99.24085576259489,0.10321230419461283,0.34670325992710105,0.2976963764814746,0.0029207345222760778,0.01645485653238569,0.17749984732638796,BBB
MLLT11,ENSG00000213190,ENSMUSG00000053192,NA,Munji,NA,ortholog_one2one,NA,1,88.04347826086956,NA,0.15406064859816263,0.4042411573466856,0.38111074490625657,NA,NA,NA,BBB
MMD,ENSG00000108960,ENSMUSG00000003948,ENSMMUG00000022628,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,80.74074074074075,87.65432098765432,0.4365666552231987,1.3744658219056276,0.3176264176710637,0.4343878640507506,0.8537743013324728,0.5087853585810769,BBB
MMP15,ENSG00000102996,ENSMUSG00000031790,ENSMMUG00000007052,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,83.95429706905117,92.36868186323092,2.6274998126185287,9.999999,0.2627500075368536,1.9636006649158553,3.218939102102758,0.6100148535376583,BBB
MMP2,ENSG00000087245,ENSMUSG00000031740,ENSMMUG00000004475,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,89.24082453494218,97.42813918305598,0.29164687927515887,0.8624945568098359,0.3381434433092447,7.680493061699188e-4,0.08841542907020801,0.008686824395321705,BBB
MMP23B,ENSG00000189409,ENSMUSG00000029061,ENSMMUG00000001891,Munji,NA,ortholog_one2one,ortholog_one2one,1,79.6437659033079,97.61295822676897,2.0802349562961884,9.999999,0.20802351643197048,0.006978752086453807,0.07396103341532784,0.09435714678653363,BBB
MMP25,ENSG00000008516,ENSMUSG00000023903,ENSMMUG00000009483,Munji,NA,ortholog_one2one,ortholog_one2one,1,71.19741100323624,95.73712255772647,2.351665930910001,9.999999,0.23516661660766178,0.024539985631140508,0.08955312267804713,0.274027134925985,BBB
MMRN1,ENSG00000138722,ENSMUSG00000054641,ENSMMUG00000022003,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,73.56601731601732,95.0717573788248,1.901998511042656,9.999999,0.1901998701242526,1.1989975222241749,2.176419736586226,0.5509036249160446,BBB
MOB3B,ENSG00000120162,ENSMUSG00000073910,ENSMMUG00000062843,Munji,NA,ortholog_one2one,ortholog_one2one,2,90.62980030721967,97.84946236559139,0.008266192029398071,0.4017479493540765,0.020575567448914957,0,0.07394860746347345,0,BBB
MORC3,ENSG00000159256,ENSMUSG00000039456,ENSMMUG00000020043,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,81.70003512469266,97.27530077848549,0.4693283065997951,1.0003436988098686,0.46916705444155393,1.9858032563573826,9.999999,0.1985803454937728,BBB
MORF4L2,ENSG00000123562,ENSMUSG00000031422,ENSMMUG00000006111,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,87.77393310265282,98.84659746251442,0.02151375088592573,0.5964095029520644,0.036072112834283375,0.0013511490859888318,0.03453989752189397,0.03911850303355337,BBB
MOSPD2,ENSG00000130150,ENSMUSG00000061778,ENSMMUG00000017842,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,86.9621066152858,98.13744380218368,0.052554324086632784,0.5613812837099563,0.09361609588998257,0.009328716861921223,0.04652847322746201,0.20049479844989268,BBB
MRPL2,ENSG00000112651,ENSMUSG00000002767,NA,Daneman,lung_only,ortholog_one2one,NA,1,84.90770901194354,NA,0.7750172879429857,1.4066525714304903,0.5509656781523775,NA,NA,NA,BBB
MRPL20,ENSG00000242485,ENSMUSG00000029066,NA,Daneman,lung_only,ortholog_one2one,NA,1,63.888888888888886,NA,0.44076172316087847,0.9852972494582394,0.4473388344514602,NA,NA,NA,BBB
MRPL27,ENSG00000108826,ENSMUSG00000024414,ENSMMUG00000030700,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,83.668903803132,94.1834451901566,0.0896300721805503,0.4832668165908953,0.18546705278220196,0.055630109363830144,0.07671165595241188,0.7251845716684869,BBB
MRPL27,ENSG00000108826,ENSMUSG00000024414,ENSMMUG00000017231,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,83.668903803132,90.5701754385965,0.0896300721805503,0.4832668165908953,0.18546705278220196,9.999999,9.999999,1,BBB
MRPL57,ENSG00000173141,ENSMUSG00000021967,ENSMMUG00000056205,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,82.52427184466019,98.05825242718447,0.0988732010581582,0.7642668018178799,0.12937000642050533,0.017803070886308624,0.019180086454277486,0.9282059770037291,BBB
MRPS28,ENSG00000147586,ENSMUSG00000040269,ENSMMUG00000051817,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,76.77304964539007,86.17886178861788,0.9442115037895285,1.5404020879520948,0.6129643105358428,2.4511500364754744,9.999999,0.24511502815905023,BBB
MTA1,ENSG00000182979,ENSMUSG00000021144,ENSMMUG00000017313,Munji,NA,ortholog_one2one,ortholog_one2one,1,89.8510242085661,95.69005043558,0.017510497846211972,0.40725336215913843,0.04299657037421723,2.4539356735945415,9.999999,0.24539359189881332,BBB
MTCH1,ENSG00000137409,ENSMUSG00000024012,ENSMMUG00000021976,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,80.8411214953271,87.61682242990655,0.06151735649986125,0.5030421881787422,0.12229065065612896,0.053169168827668714,0.10817033894269146,0.4915318686006678,BBB
MTFR1,ENSG00000066855,ENSMUSG00000027601,ENSMMUG00000011263,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,81.93612774451098,92.3529411764706,0.7394633414338878,1.1572634642666675,0.6389757944207368,0.07178786591222616,0.08975331470769958,0.799835261193621,BBB
MTMR6,ENSG00000139505,ENSMUSG00000021987,ENSMMUG00000018419,Munji,NA,ortholog_one2one,ortholog_one2one,1,86.26262626262626,85.37271448663854,0.13243348058251922,0.6705296256813071,0.19750578574057354,2.3693456638060693,9.999999,0.23693459007406592,BBB
MTMR9,ENSG00000285032,NA,NA,Daneman,liver_only,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BBB
MTUS1,ENSG00000129422,ENSMUSG00000045636,ENSMMUG00000001151,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,72.07843137254902,95.07337526205451,1.9676279085070978,9.999999,0.19676281052699082,0.5899998356565965,0.7931055878533522,0.7439108293934873,BBB
MTX2,ENSG00000128654,ENSMUSG00000027099,ENSMMUG00000010185,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,92.17171717171718,98.48484848484848,0.015613930073278139,0.33526249974156047,0.04657225333973901,0.00235752714443777,0.04393983802541031,0.05365352378118502,BBB
MVP,ENSG00000013364,ENSMUSG00000030681,ENSMMUG00000016422,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,83.37061894108874,97.50186428038776,0.04927369563087902,0.5040429437547186,0.09775693964452557,0.00282378094657463,0.07203002784482976,0.03920283013992085,BBB
MXD3,ENSG00000213347,ENSMUSG00000021485,ENSMMUG00000009047,Munji,NA,ortholog_one2one,ortholog_one2one,1,75.50143266475645,86.38968481375358,0.20959441290091374,0.5307588780970515,0.3948957267608598,0.11722942045108282,0.25153947312394204,0.46604780949556934,BBB
MXRA8,ENSG00000162576,ENSMUSG00000029070,ENSMMUG00000003582,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,75.66371681415929,70.08830022075055,1.2496211295990658,9.999999,0.12496212545611912,0.08209883834549736,0.18236376340144442,0.4501927181924295,BBB
MYCT1,ENSG00000120279,ENSMUSG00000046916,ENSMMUG00000019073,Daneman,lung_only,ortholog_one2one,ortholog_one2one,2,67.36990154711674,97.74011299435028,9.999999,9.999999,1,0.015789201301641957,0.03706993954156862,0.42593005267614836,BBB
MYH10,ENSG00000133026,ENSMUSG00000020900,ENSMMUG00000023803,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,86.60146699266504,98.20717131474103,2.026663138366366,9.999999,0.20266633410327,0.0014309702935006085,0.058337950921109036,0.02452897763645698,BBB
